Flow ID,Source IP,Destination IP,Timestamp,Label,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean
FLOW_0,192.168.1.10,192.168.1.50,2026-07-27 09:00:00,BENIGN,10.993428306022466,9.723471397657631,11.295377076201385,13.046059712816051,9.531693250553328,9.531726086101639,13.158425631014783,11.534869458305817,9.061051228130095,11.08512008717193,9.073164614375075,9.068540492859487,10.48392454313207,6.173439510684404,6.5501643349739345,8.875424941518055,7.974337759331153,10.628494665190548,8.183951848957578,7.175392597329417,12.931297537843108,9.548447399026928
FLOW_1,192.168.1.10,192.168.1.50,2026-07-27 09:00:00,BENIGN,10.135056409375848,7.150503627573086,8.911234550949635,10.221845179419732,7.698012845155395,10.751396036691343,8.79872262016239,9.416612500413446,8.796586775541206,13.704556369017876,9.973005550524132,7.884578142088199,11.645089824206378,7.5583127000579555,10.417727190009511,6.080659752240448,7.3436279022031385,10.393722471738247,11.476933159990821,10.34273656237994,9.76870343522352,9.397792608821423
FLOW_2,192.168.1.10,192.168.1.50,2026-07-27 09:00:00,BENIGN,7.042956019265145,8.560311583210582,9.078722458080424,12.11424445243783,10.687236579136922,6.473919689274532,10.648167938789591,9.229835439167367,8.646155999388082,11.223352577681736,12.061999044991902,11.862560238232398,8.321564953554724,9.38157524829757,10.662526862807129,11.951090254244718,9.04165152430942,9.628682046672365,7.787330051987944,7.607586751838658,11.625051644788396,12.712480057141645
FLOW_3,192.168.1.10,192.168.1.50,2026-07-27 09:00:00,BENIGN,9.855979756839332,12.007065795784047,10.723272050095268,8.709760490789751,10.722791211016828,13.076073132931938,9.928347921780096,13.129287311628012,4.760509791820511,11.643805008750448,10.174094136476343,9.401985299068265,10.183521553071005,6.024862170798214,9.560656224324976,10.714225143023492,12.955788089483033,8.963459563452705,8.383012794213625,8.996485912830927,11.830804235404148,10.657502219319369
FLOW_4,192.168.1.10,192.168.1.50,2026-07-27 09:00:00,BENIGN,8.940479592465923,11.026534866226712,10.194155098696081,11.937289981065778,8.595893812245295,9.344675706804464,9.215783693735684,7.072970103735763,10.592240554129152,10.522110544359778,10.010226913284923,9.530825733249706,7.1692585158991715,9.158709354469282,9.31457096694646,8.395445461556761,9.677428576667982,10.808101713629076,13.77237180242106,10.349155625663679,10.515100781445529,9.851108168467665
FLOW_5,192.168.1.10,192.168.1.50,2026-07-27 09:00:00,BENIGN,6.1624575694019175,9.946972249101567,10.120460419882052,14.926484224970572,9.615278070437755,10.603094684667225,9.930576460589513,7.6626439247609355,12.285645629030041,11.503866065373549,11.582063894086094,8.181225090410521,12.805588621872198,7.196297874415438,11.17371418760054,14.380911251619956,8.018927349738624,8.867404540794457,10.199302730175283,8.993048691767601,6.898673137867735,10.137125949612054
FLOW_6,192.168.1.10,192.168.1.50,2026-07-27 09:00:00,BENIGN,7.87539257254779,10.947184861270363,8.161151531532393,13.09986881003508,8.433493415327526,9.35587696758865,11.62703443473934,7.53827136713209,10.45491986920826,12.614285508564857,6.785033530877545,10.36926771706461,10.519765588496847,11.56364574355462,7.526098578243836,7.359086773831447,11.043883131233795,10.593969346466372,10.500985700691754,10.692896418993952,8.639950556843019,10.464507394322007
FLOW_7,192.168.1.10,192.168.1.50,2026-07-27 09:00:00,BENIGN,10.586144946597363,8.571297163947264,13.731549022289514,10.947665841823575,7.617393005594703,11.31310721726766,8.050636659545358,11.574169207484903,12.317191158014808,8.358635363296578,11.926752258488644,10.825561853872996,11.64412031998898,13.793585965307894,9.509223767994259,8.492527671285021,8.220971140748954,8.368379430069123,9.845796581171792,10.682303949633289,10.553381598660039,11.654366498072047
FLOW_8,192.168.1.10,192.168.1.50,2026-07-27 09:00:00,BENIGN,10.026003783755813,12.907068154314633,9.470686333524087,15.440338333179238,11.251334695530012,8.285684887167434,7.858215003877776,10.96494483048637,9.553074429348298,11.428000988184184,10.94647524914709,9.854342174686254,8.30641256386319,6.970305550628271,9.106970095865957,11.712797588646945,10.428187488260408,7.508522442576024,10.346361851702364,10.770634759457673,8.232285127597734,10.307450211891055
FLOW_9,192.168.1.10,192.168.1.50,2026-07-27 09:00:00,BENIGN,10.116417436892,7.714059404338753,10.715574720696566,11.121569052736469,12.166102486350553,12.107604104069805,7.244661264085818,8.124349920169754,11.03007053441732,11.027571901824418,11.030095372612095,17.70546298130944,11.141781021386334,12.271131280361198,11.908003526986406,11.302782502611596,9.369461510719308,11.517938440986535,8.454349570924856,9.526362786519982,9.029272904341793,10.163748278772646
FLOW_10,192.168.1.10,192.168.1.50,2026-07-27 09:00:00,BENIGN,14.629317133347017,6.265469614816504,11.372520380749027,6.774568257620697,9.056136268421133,12.177901193934732,10.128560038190926,7.844510444141388,8.569392581480063,11.35919549786935,8.539266736565727,10.43291717916395,10.091143679807628,8.696799304788366,14.28788817865065,11.267838044636022,5.949714826684786,10.372908629538856,8.676427070463223,11.704866669592448,8.4149585231346,9.770527117066202
FLOW_11,192.168.1.10,192.168.1.50,2026-07-27 09:00:00,BENIGN,11.009974557960915,11.731510388340244,7.599407185888447,9.330997528318104,9.050109377678087,8.693341534852577,13.530908480562193,10.80996342192191,7.478232091329909,11.835723894109552,14.244312394025266,12.064930521102294,6.961260068091973,9.031531854267497,12.533822298373245,8.584661068762438,10.887638856292456,11.549268106858673,8.146139056843834,9.8809492878764,3.517465319861855,7.951224717331421
FLOW_12,192.168.1.10,192.168.1.50,2026-07-27 09:00:00,BENIGN,9.49486369721368,7.504433636070301,13.26482260786327,7.139717244078735,9.119911026606033,10.261481154572182,12.882546578132231,7.128275697641121,12.32632750430992,10.020466122039174,8.036982697904097,10.92420694852654,10.39811939114694,8.79956624568241,10.139604169980037,9.22937280627648,10.227034690502496,11.324261349042093,13.172033632290704,7.524369002346302,14.266066749312532,6.095824400954996
FLOW_13,192.168.1.10,192.168.1.50,2026-07-27 09:00:00,BENIGN,9.696429809928834,11.176634412969154,10.561983735470065,8.754600960358813,9.58375549928545,9.013998130682335,8.821270486111576,11.69920419404205,10.714030971930095,8.614180809478691,11.799199750866501,10.614599041753218,11.62572423767792,11.259257683847224,8.342009978155856,8.879637919606061,11.494587210246523,11.22074053086693,9.958196812071703,10.234654766617563,12.555329791576849,8.81685722232834
FLOW_14,192.168.1.10,192.168.1.50,2026-07-27 09:00:00,BENIGN,11.094194762340075,9.595614695132213,9.564637593545559,12.19755370397438,11.65083269797606,11.627019272001277,12.610957614308658,10.042007683265519,11.363905942589927,9.379466486813088,10.648332704976884,9.73971389126463,10.193991929985437,11.190314050873827,8.363558633533055,14.184774551370921,7.987965237000596,7.571622774424536,12.316221747000135,11.583325387925871,11.24823963410431,11.25669101852856
FLOW_15,192.168.1.10,192.168.1.50,2026-07-27 09:00:00,BENIGN,9.97550645430617,8.205491257028337,10.151609116387453,8.645676576975777,11.950239466835502,9.705885236995723,8.349005606414977,9.357228316694012,10.82586290855125,8.87255089439205,8.355559208867136,10.487374422983825,10.489933142217446,8.98611364925774,9.057923388763355,10.464099874715272,7.103831317005351,7.1850724512468895,8.563111557495128,9.573105696576306,10.621815131196009,12.950712433899104
FLOW_16,192.168.1.10,192.168.1.50,2026-07-27 09:00:00,BENIGN,11.71531924640404,9.680122940073145,9.961967584194623,7.994941270724382,9.96297372801522,9.422682722159724,10.64543712067618,8.345538112895355,11.038693028482344,13.065477826005155,9.782479703086285,10.803423444197882,11.380287983422225,9.197559056228327,10.448184963620834,10.02518480156359,10.195352197097664,8.453980432289066,10.049020348517885,10.9959965824909,12.902287215590084,11.918541652170413
FLOW_17,192.168.1.10,192.168.1.50,2026-07-27 09:00:00,BENIGN,14.306364915023114,8.4653048742239,11.744641273441356,10.366684011476703,14.379605866435345,8.383403429289697,8.320556315638449,8.801214709111957,5.752208551380386,8.948489956638477,8.481734676892604,10.300787572952416,10.683511951554319,13.752341678431772,11.9008476763721,8.846192688675194,8.203170657303284,10.983838343013012,7.359533585958715,13.662917531708707,12.358880241442574,9.061648695790591
FLOW_18,192.168.1.10,192.168.1.50,2026-07-27 09:00:00,BENIGN,6.573730941818245,12.707744748330825,9.770920309494764,12.475632623946924,6.811144682411266,8.801249954092455,10.010487399436366,10.093961187529484,9.099869057041513,11.245699864694998,7.864759141234812,9.715241029957413,10.240591263423799,11.028877668117499,11.42322975617778,7.750715816324261,6.931771658528755,12.555353643797018,10.664628023959184,8.503026926886893,13.102303951045046,10.231349268585717
