Flow ID,Source IP,Destination IP,Timestamp,Label,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean
FLOW_WED_0,172.16.0.1,192.168.1.50,2026-07-27 10:00:00,DoS Slowloris,50.794141884555565,45.748322513818565,45.24616456034555,67.67645971531417,40.30904968889453,56.862504113519265,71.98040214982082,52.24896987831572,65.98900382320144,60.40814438842129,40.63496910902958,55.46462109463111,76.13408240126232,48.01029746761366,46.14679548345346,51.5349653577333,102.52083634204755,41.760068185910015,45.93008552820582,48.05734558930794,42.65105129757986,49.61398052166184
FLOW_WED_1,192.168.1.12,192.168.1.50,2026-07-27 10:00:00,BENIGN,8.15668500381962,8.373885302361332,11.204782038341442,9.472162540827334,10.297708243086626,9.540885212804154,8.161581727244222,12.379255333835971,10.529516274459388,11.387566896007296,10.8370770647351,9.822896438511702,9.01882377662547,6.780067735629481,6.0274594273692985,11.668161252413299,12.036738426423085,12.544142379734582,9.782222160384475,8.656411248543076,11.215827747027005,12.442598522794029
FLOW_WED_2,192.168.1.12,192.168.1.50,2026-07-27 10:00:00,BENIGN,11.77988527145368,12.399818620129793,14.12279305003583,10.907241676712959,11.102085504461268,10.457701213768368,12.666629303408616,9.201376491328523,8.606550385789472,11.724406987411314,10.071188370330457,9.962753154737502,8.300846969206644,6.5143204793557405,6.7661613386202895,11.832651255945636,7.476897337053524,11.938842385411137,15.182419276935018,12.37693643386547,10.776478335795614,10.648155074653026
FLOW_WED_3,192.168.1.12,192.168.1.50,2026-07-27 10:00:00,BENIGN,9.457098297067867,6.545243280956896,6.459081467262041,11.100742943113623,9.467733490327081,12.412042823863679,10.097838891553492,11.339434087551107,11.853617634136242,11.815888687489673,9.540967215661148,10.201698988630378,11.667745268966797,10.51607893053392,6.475908661258654,5.683241680283944,8.796199290418256,11.887731334435642,10.052891946289705,13.185684207577703,11.604995188029772,7.367439054042958
FLOW_WED_4,192.168.1.12,192.168.1.50,2026-07-27 10:00:00,BENIGN,11.49139794955445,13.696433339998281,11.382455335825044,13.100869199897934,14.771319403910503,8.434715556783145,8.254639949074177,10.423321186670172,8.494642763783471,9.640516250782596,6.405638770629029,9.954871519075812,8.91090716570163,9.596328509291185,11.227689976980395,10.944388579228825,10.827855044790251,8.811439357080328,10.966789723742519,9.735473683624127,9.412210717680706,11.396119713267979
FLOW_WED_5,192.168.1.12,192.168.1.50,2026-07-27 10:00:00,BENIGN,9.349015435327564,10.60728690338609,11.47967214378243,7.898547720247013,10.241520338761777,9.869928153865821,11.384617786488361,8.753581454149748,10.04735696025957,13.252109486417464,9.167916888313068,12.235221992306334,9.29287205156125,9.751787130307674,9.232409181755218,7.973750165777073,7.994007829375967,11.307960147858628,8.98371435936904,8.561790806471425,8.664193831221121,6.786272539796201
FLOW_WED_6,192.168.1.12,192.168.1.50,2026-07-27 10:00:00,BENIGN,10.374302829678594,8.647453554993543,8.653016872283938,4.936799871441859,8.651276690657667,14.272969461770348,8.4861505612292,11.616336750942759,8.41849579602905,10.773091143089584,13.130917947742711,9.915459012325284,9.020864279078253,10.163923538104726,8.026411708465563,10.26575491602449,9.813250874144384,10.589531410227272,5.746339736598058,10.090074446840942,11.157462682681825,9.916921656257099
FLOW_WED_7,192.168.1.12,192.168.1.50,2026-07-27 10:00:00,BENIGN,11.919253811280688,11.639542148114565,11.2170644449831,8.356749415819124,7.329704245289719,11.891238492535456,15.033479344267095,11.269128129258387,13.036285498792205,10.384455975098405,9.416712124080187,13.411050115967024,9.883601937718476,11.970707986746337,9.715866919914426,9.400868493010124,9.596923743309516,10.83975042930027,9.16820032906876,14.15502976399194,10.603218797606411,9.646996337132656
FLOW_WED_8,192.168.1.12,192.168.1.50,2026-07-27 10:00:00,BENIGN,10.746472916307562,8.978748323949558,9.895907284262373,7.249483997517851,7.416426651358359,8.597101285800019,11.726620941207768,10.85413225088489,11.431287465380974,11.810456360111736,14.815738337313721,6.9626583179862065,8.276336340899261,12.671232980275338,9.631135337819247,10.962853330285723,7.60782215921648,10.603874469339162,12.093816136505106,9.743920435898291,10.855804477455672,10.587733125724013
FLOW_WED_9,192.168.1.12,192.168.1.50,2026-07-27 10:00:00,BENIGN,10.813637252624238,13.295287408603832,11.136684274414257,7.735718706065219,8.543088497259005,10.236254267185693,5.918193841703527,12.325955516366792,10.723881954791667,6.72430601641735,9.929833009305575,15.251978438399501,8.967902076277383,7.098490389059813,8.904955042596248,6.544488318779006,10.544610114672563,7.922015586364855,11.310349591479332,10.493476954060307,8.680274582352304,7.05307419990457
